service_id,date,exception_type
TAL_KL_K28_2017,20170302,2
TAL_AR_K28_2017,20170302,1
TAL_KL_K28_2017_Y,20170303,2
TAL_AR_K28_2017_Y,20170303,1
TAL_KL_K28_2017,20170303,2
TAL_AR_K28_2017,20170303,1
TAL_KL_K28_2017_Y,20170304,2
TAL_AR_K28_2017_Y,20170304,1
TAL_KL_K28_2017,20170414,2
TAL_KL_K28_2017_Y,20170415,2
TAL_KL_K28_2017,20170417,2
TAL_KL_K28_2017_Y,20170418,2
TAL_KL_K28_2017,20170501,2
TAL_KL_K28_2017_Y,20170502,2
TAL_KL_K28_2017,20170525,2
TAL_KL_K28_2017_Y,20170526,2
TAL_AR_K24_2017,20170414,2
TAL_PY_K24_2017,20170414,1
TAL_AR_K24_2017_Y,20170415,2
TAL_PY_K24_2017_Y,20170415,1
TAL_AR_K24_2017,20170417,2
TAL_PY_K24_2017,20170417,1
TAL_AR_K24_2017_Y,20170418,2
TAL_PY_K24_2017_Y,20170418,1
TAL_AR_K24_2017,20170501,2
TAL_VAPPUP_K24_2017,20170501,1
TAL_AR_K24_2017_Y,20170502,2
TAL_VAPPUP_K24_2017_Y,20170502,1
TAL_AR_K24_2017,20170525,2
TAL_PY_K24_2017,20170525,1
TAL_AR_K24_2017_Y,20170526,2
TAL_PY_K24_2017_Y,20170526,1
TAL_AR_K20_2017,20170414,2
TAL_PY_K20_2017,20170414,1
TAL_AR_K20_2017_Y,20170415,2
TAL_PY_K20_2017_Y,20170415,1
TAL_AR_K20_2017,20170417,2
TAL_PY_K20_2017,20170417,1
TAL_AR_K20_2017_Y,20170418,2
TAL_PY_K20_2017_Y,20170418,1
TAL_AR_K20_2017,20170501,2
TAL_VAPPUP_K20_2017,20170501,1
TAL_AR_K20_2017_Y,20170502,2
TAL_VAPPUP_K20_2017_Y,20170502,1
TAL_AR_K20_2017,20170525,2
TAL_PY_K20_2017,20170525,1
TAL_AR_K20_2017_Y,20170526,2
TAL_PY_K20_2017_Y,20170526,1
TAL_AR_K40_2017,20170414,2
TAL_AR_K40_2017_Y,20170415,2
TAL_AR_K40_2017,20170417,2
TAL_AR_K40_2017_Y,20170418,2
TAL_AR_K40_2017,20170501,2
TAL_AR_K40_2017_Y,20170502,2
TAL_AR_K40_2017,20170525,2
TAL_AR_K40_2017_Y,20170526,2
